1033,01:12:23:59,5,DESCENT,4,32,32V,P,C,N,S,600m,20N,30W,500m,5:30p.m.,23&#176;C,23&#176;C,CMD_ECHO
1033,01:12:23:59,5,DESCENT,4,32,32V,P,C,N,S,600m,20N,30W,500m,5:30p.m.,23&#176;C,23&#176;C,CMD_ECHO
1033,01:12:23:59,5,DESCENT,4,32,32V,P,C,N,S,600m,20N,30W,500m,5:30p.m.,23&#176;C,23&#176;C,CMD_ECHO
1033,01:12:23:59,5,DESCENT,4,32,32V,P,C,N,S,600m,20N,30W,500m,5:30p.m.,23&#176;C,23&#176;C,CMD_ECHO
1033,01:12:23:59,5,DESCENT,4,32,32V,P,C,N,S,600m,20N,30W,500m,5:30p.m.,23&#176;C,23&#176;C,CMD_ECHO
1033,01:12:23:59,5,DESCENT,4,32,32V,P,C,N,S,600m,20N,30W,500m,5:30p.m.,23&#176;C,23&#176;C,CMD_ECHO
1033,01:12:23:59,5,DESCENT,4,32,32V,P,C,N,S,600m,20N,30W,500m,5:30p.m.,23&#176;C,23&#176;C,CMD_ECHO
1033,01:12:23:59,5,DESCENT,4,32,32V,P,C,N,S,600m,20N,30W,500m,5:30p.m.,23&#176;C,23&#176;C,CMD_ECHO
1033,01:12:23:59,5,DESCENT,4,32,32V,P,C,N,S,600m,20N,30W,500m,5:30p.m.,23&#176;C,23&#176;C,CMD_ECHO
1033,01:12:23:59,5,DESCENT,4,32,32V,P,C,N,S,600m,20N,30W,500m,5:30p.m.,23&#176;C,23&#176;C,CMD_ECHO
1033,01:12:23:59,5,DESCENT,4,32,32V,P,C,N,S,600m,20N,30W,500m,5:30p.m.,23&#176;C,23&#176;C,CMD_ECHO
1033,01:12:23:59,5,DESCENT,4,32,32V,P,C,N,S,600m,20N,30W,500m,5:30p.m.,23&#176;C,23&#176;C,CMD_ECHO
1033,01:12:23:59,5,DESCENT,4,32,32V,P,C,N,S,600m,20N,30W,500m,5:30p.m.,23&#176;C,23&#176;C,CMD_ECHO
1033,01:12:23:59,5,DESCENT,4,32,32V,P,C,N,S,600m,20N,30W,500m,5:30p.m.,23&#176;C,23&#176;C,CMD_ECHO
1033,01:12:23:59,5,DESCENT,4,32,32V,P,C,N,S,600m,20N,30W,500m,5:30p.m.,23&#176;C,23&#176;C,CMD_ECHO
1033,01:12:23:59,5,DESCENT,4,32,32V,P,C,N,S,600m,20N,30W,500m,5:30p.m.,23&#176;C,23&#176;C,CMD_ECHO
1033,01:12:23:59,5,DESCENT,4,32,32V,P,C,N,S,600m,20N,30W,500m,5:30p.m.,23&#176;C,23&#176;C,CMD_ECHO
1033,01:12:23:59,5,DESCENT,4,32,32V,P,C,N,S,600m,20N,30W,500m,5:30p.m.,23&#176;C,23&#176;C,CMD_ECHO
